title_id,total,title,state,issn,start_date,end_date
932,64913,"Nor-West Echo (Broome, WA : 1912 - 1930)",Western Australia,2204695X,1912-06-22,1930-05-31
933,164821,"Collie Mail (Perth, WA : 1908 - 1954)",Western Australia,22047190,1908-08-01,1954-12-30
934,274713,"The Eastern Recorder (Kellerberrin, WA : 1909 - 1954)",Western Australia,22047034,1909-10-27,1954-12-30
935,121,The Melbourne Advertiser (Vic. : 1838),Victoria,22047468,1838-01-01,1838-02-19
936,7228,Port Phillip Patriot and Melbourne Advertiser (Vic. : 1839 - 1845),Victoria,22047492,1839-02-06,1845-09-30
937,16209,The Port Phillip Patriot and Morning Advertiser (Vic. : 1845 - 1848),Victoria,22047506,1845-10-01,1848-10-07
938,553,The Melbourne Daily News and Port Phillip Patriot (Vic. : 1848),Victoria,22047549,1848-10-09,1848-11-16
939,15329,The Melbourne Daily News (Vic. : 1848 - 1851),Victoria,22047581,1848-11-17,1851-12-31
940,82,Illustrated Australian Mail (Vic. : 1861 - 1862),Victoria,22047611,1861-12-20,1862-02-22
941,8270,"The Britannia and Trades' Advocate (Hobart Town, Tas. : 1846 - 1851)",Tasmania,22045570,1846-01-01,1851-07-03
942,530892,"Truth (Brisbane, Qld. : 1900 - 1954)",Queensland,22046410,1900-09-16,1954-12-26
943,585943,"The Evening News (Rockhampton, Qld. : 1924 - 1941)",Queensland,22046437,1924-10-01,1941-07-31
944,1645,"The Colonist and Van Diemen's Land Commercial and Agricultural Advertiser (Hobart Town, Tas. : 1832 - 1834)",Tasmania,22045678,1832-07-06,1834-07-22
945,6531,"The True Colonist Van Diemen's Land Political Despatch, and Agricultural and Commercial... (Hobart Town, Tas. : 1834 - 1844)",Tasmania,22045694,1834-08-05,1844-12-26
946,32692,"The Tasmanian (Launceston, Tas. : 1871 - 1879)",Tasmania,22045813,1871-01-21,1879-12-27
947,144124,"The Tasmanian (Launceston, Tas. : 1881 - 1895)",Tasmania,2204583X,1881-01-01,1895-12-28
948,20001,"The Tasmanian Daily News (Hobart Town, Tas. : 1855 - 1858)",Tasmania,22046070,1855-05-14,1858-06-01
949,343287,"The North West Post (Formby, Tas. : 1887 - 1916)",Tasmania,22046097,1887-04-02,1916-12-30
950,26559,"The Tasmanian Tribune (Hobart Town, Tas. : 1872 - 1876)",Tasmania,22046321,1872-04-08,1876-07-01
951,27648,"Tribune (Hobart, Tas. : 1876 - 1879)",Tasmania,22046348,1876-07-03,1879-10-31
952,31701,"The Colonist (Launceston, Tas. : 1888 - 1891)",Tasmania,22046216,1888-01-21,1891-03-28
953,278,The Church of England Messenger for the Diocese of Melbourne (Vic. : 1869),Victoria,22044744,1869-01-28,1869-12-30
954,2380,"The Church of England Messenger (Melbourne, Vic. : 1870 - 1876)",Victoria,22044809,1870-01-29,1876-03-09
955,5135,The Church of England Messenger and Ecclesiastical Gazette for the Diocese of Melbourne and Ballarat (Vic. : 1876 - 1889),Victoria,22044825,1876-04-13,1889-02-01
956,7032,The Church of England Messenger for Victoria and Ecclesiastical Gazette for the Diocese of Melbourne (Vic. : 1889 - 1905),Victoria,22044841,1889-03-01,1905-09-01
957,425,"Church of England Messenger (Melbourne, Vic. : 1905)",Victoria,2204745X,1905-09-22,1905-12-29
958,2204,The Melbourne Leader (Vic. : 1861),Victoria,22044949,1861-01-12,1861-12-28
959,19039,"Bell's Life in Victoria and Sporting Chronicle (Melbourne, Vic. : 1857 - 1868)",Victoria,22044868,1857-01-03,1868-01-04
960,36609,"The Snowy River Mail and Tambo and Croajingolong Gazette (Orbost, Vic. : 1890 - 1911)",Victoria,22044906,1890-08-09,1911-08-31
961,20225,"The Tocsin (Melbourne, Vic. : 1897 - 1906)",Victoria,22044944,1897-10-02,1906-10-25
962,9639,The Walcha News (NSW : 1932 - 1935),New South Wales,22047301,1932-12-16,1935-12-20
963,441,Port Adelaide News and Commercial and Shipping Gazette (SA : 1878),South Australia,22047921,1878-03-30,1878-10-12
964,10087,Port Adelaide News (SA : 1878 - 1883),South Australia,22047956,1878-10-19,1883-12-07
965,26315,Port Adelaide News and Lefevre's Peninsula Advertiser (SA : 1883 - 1897),South Australia,22047980,1883-12-11,1897-01-15
966,962242,"Evening Journal (Adelaide, SA : 1869 - 1912)",South Australia,22048103,1869-01-02,1912-09-10
967,352996,"The Journal (Adelaide, SA : 1912 - 1923)",South Australia,22048146,1912-09-11,1923-07-23
968,58574,"Saturday Journal (Adelaide, SA : 1923 - 1929)",South Australia,22048189,1923-07-28,1929-04-06
969,118693,"The Pioneer (Yorketown, SA : 1898 - 1954)",South Australia,22048200,1898-01-21,1954-12-24
970,26295,The Millicent Times (SA : 1891 - 1905),South Australia,2204826X,1891-07-11,1905-12-23
971,215464,"The South Eastern Times (Millicent, SA : 1906 - 1954)",South Australia,22048294,1906-01-06,1954-12-24
972,57874,Whyalla News (SA : 1940 - 1954),South Australia,22047964,1940-04-05,1954-12-23
973,216518,The Beverley Times (WA : 1905 - 1977),Western Australia,22048537,1905-07-22,1977-08-11
974,20861,The Black Range Courier and Sandstone Observer (WA : 1907 - 1915),Western Australia,22048707,1907-01-05,1915-10-27
975,409062,"The Evening Star (Boulder, WA : 1898 - 1921)",Western Australia,22048383,1898-03-21,1921-02-26
976,38186,"Laverton and Beria Mercury (Laverton, WA : 1899 - 1921)",Western Australia,22048723,1899-09-16,1921-07-16
977,25126,Meekatharra Miner (WA : 1909 - 1918),Western Australia,2204874X,1909-08-07,1918-07-06
978,34696,The Moora Herald and Midland Districts Advocate (WA : 1914 - 1930),Western Australia,22048685,1914-01-02,1930-03-28
979,37487,"The Southern Argus and Wagin-Arthur Express (Perth, WA : 1905 - 1924)",Western Australia,22048634,1905-04-05,1924-10-24
980,49785,The Southern Cross Times (WA : 1900 - 1920),Western Australia,22048650,1900-10-27,1920-12-18
981,143767,"The Swan Express (Midland Junction, WA : 1900 - 1954)",Western Australia,22048596,1900-12-01,1954-12-22
982,145179,"Truth (Perth, WA : 1903 - 1931)",Western Australia,22048553,1903-07-25,1931-03-29
983,263162,The Armidale Chronicle (NSW : 1894 - 1929),New South Wales,22047530,1894-09-01,1929-08-31
984,375,Adelaide Chronicle and South Australian Advertiser (SA : 1839 - 1840),South Australia,22048006,1839-12-10,1840-05-20
985,812626,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),New South Wales,2204793X,1856-04-05,1954-12-31
986,1937,Adelaide Chronicle and South Australian Literary Record (SA : 1840 - 1842),South Australia,22048022,1840-05-27,1842-05-18
987,8877,"South Australian Gazette and Mining Journal (Adelaide, SA : 1847 - 1852)",South Australia,22048049,1847-10-09,1852-03-13
988,4703,Port Augusta Dispatch (SA : 1877 - 1880),South Australia,22048081,1877-08-18,1880-08-06
989,165927,Coffs Harbour Advocate (NSW : 1907 - 1942; 1946 - 1954),New South Wales,22047697,1907-02-12,1954-12-31
990,13893,Port Augusta Dispatch and Flinders' Advertiser (SA : 1880 - 1884),South Australia,2204812X,1880-08-13,1884-10-17
991,1539,Port Augusta Dispatch (SA : 1884),South Australia,22048162,1884-10-20,1885-03-16
992,7962,The Uralla News (NSW : 1904 - 1907),New South Wales,22047565,1904-04-29,1907-12-25
993,71112,"The Port Augusta Dispatch, Newcastle and Flinders Chronicle (SA : 1885 - 1916)",South Australia,22048235,1885-03-18,1916-04-21
994,12454,The Port Pirie Standard and Barrier Advertiser (SA : 1889 - 1898),South Australia,22048286,1889-01-04,1898-07-05
995,455,"The Australian Communist (Sydney, NSW : 1920 - 1921)",New South Wales,22048421,1920-12-24,1921-04-29
996,60,"Citizen Soldier (Sydney, NSW : 1942)",New South Wales,22048812,1942-08-21,1942-11-02
997,1891,"Communist (Sydney, NSW : 1921 - 1923)",New South Wales,22048456,1921-05-06,1923-06-15
998,202,"Communist Review (Sydney, NSW : 1941 - 1943)",New South Wales,22048839,1941-07-01,1943-06-01
999,15031,"The Maritime Worker (Melbourne, Vic. : 1938 - 1954)",Victoria,22048405,1938-04-01,1954-11-23
1000,6,"Party (Sydney, NSW : 1942)",New South Wales,22048871,1942-06-01,1942-06-01
1001,160,"Party Builder (Sydney, NSW : 1942)",New South Wales,22048855,1942-07-01,1942-11-01
1002,172811,"Tribune (Sydney, NSW : 1939 - 1991)",New South Wales,22048790,1939-09-01,1991-04-03
1003,56914,"The Workers' Weekly (Sydney, NSW : 1923 - 1939)",New South Wales,22048618,1923-06-22,1939-08-29
1004,2460,"South Australian Gazette and Colonial Register (Adelaide, SA : 1845 - 1847)",South Australia,22049126,1845-07-05,1847-10-02
1005,1505279,"Daily Examiner (Grafton, NSW : 1915 - 1954)",New South Wales,22049282,1915-07-01,1954-12-31
1006,228136,Manilla Express (NSW : 1899 - 1954),New South Wales,22049320,1899-01-14,1954-12-14
1007,1131910,"Tweed Daily (Murwillumbah, NSW : 1914 - 1949)",New South Wales,22049302,1914-01-01,1949-04-16
1008,32,"Out Of Work (Sydney, NSW : 1922)",New South Wales,22049592,1922-06-16,1922-07-07
1009,3508,"Yilgarn Merredin Times (Southern Cross, WA : 1921 - 1923)",Western Australia,22049509,1921-01-08,1923-06-23
1010,29760,The Southern Cross Times (WA : 1923 - 1940),Western Australia,2204955X,1923-06-30,1940-08-03
1011,155,"The Bee of Australia (Sydney, NSW : 1844)",New South Wales,14403668,1844-10-19,1844-12-07
1012,4443,"The Colonial Observer (Sydney, NSW : 1841 - 1844)",New South Wales,1327662X,1841-10-07,1844-12-26
1013,8449,"Commercial Journal and Advertiser (Sydney, NSW : 1835 - 1840)",New South Wales,14401894,1835-07-06,1840-12-30
1014,800,"Free Press and Commercial Journal (Sydney, NSW : 1841)",New South Wales,14401908,1841-01-06,1841-06-30
1015,2576,Sydney Free Press (NSW : 1841 - 1842),New South Wales,14401916,1841-07-03,1842-06-30
1016,1046,"Commercial Journal and General Advertiser (Sydney, NSW : 1845)",New South Wales,14401924,1845-04-05,1845-08-02
1017,298,"The Examiner (Sydney, NSW : 1845)",New South Wales,14401932,1845-08-09,1845-11-01
1018,1753,Parramatta Chronicle and Cumberland General Advertiser (NSW : 1843 - 1845),New South Wales,14403439,1843-12-30,1845-09-27
1019,259,"The Cumberland Times and Western Advertiser (Sydney, NSW : 1845)",New South Wales,14403447,1845-10-04,1845-12-27
1020,831,"The Dispatch (Sydney, NSW : 1843 - 1844)",New South Wales,1440253X,1843-11-04,1844-12-28
1021,558,"The Guardian (Sydney, NSW : 1844)",New South Wales,14403765,1844-03-16,1844-10-05
1022,508,"The Hunter River Gazette; and Journal of Agriculture, Commerce, Politics, and News (West Maitland, NSW : 1841 - 1842)",New South Wales,13299611,1841-12-11,1842-06-25
1023,855,The Melbourne Weekly Courier (Vic. : 1844 - 1845),Victoria,14403684,1844-01-06,1845-03-28
1024,2071,The Melbourne Courier (Vic. : 1845 - 1846),Victoria,14403692,1845-06-16,1846-03-11
1025,1565,Melbourne Times (Vic. : 1842 - 1843),Victoria,1440219X,1842-04-09,1843-12-08
1026,1358,"The New South Wales Examiner (Sydney, NSW : 1842)",New South Wales,14402203,1842-04-02,1842-10-10
1027,368,The Omnibus and Sydney Spectator (NSW : 1841 - 1843),New South Wales,14402130,1841-10-02,1843-04-01
1028,286,"The Satirist and Sporting Chronicle (Sydney, NSW : 1843)",New South Wales,14403463,1843-02-04,1843-04-15
1029,4279,"The Sentinel (Sydney, NSW : 1845 - 1848)",New South Wales,14403951,1845-01-08,1848-09-28
1030,768,"The South Australian Colonist and Settlers' Weekly Record of British, Foreign and Colonial Intelligence (London, England : 1840)",International,1461426X,1840-03-10,1840-09-22
1031,996,"The Star and Working Man's Guardian (Parramatta, NSW : 1844 - 1845)",New South Wales,13276654,1844-03-02,1845-09-27
1032,360,"The Star (Sydney, NSW : 1845 - 1846)",New South Wales,14433540,1845-10-04,1846-05-23
1033,405,"The Sun and New South Wales Independent Press (Sydney, NSW : 1843)",New South Wales,14403609,1843-01-28,1843-05-27
1034,528,The Sydney Record (NSW : 1843 - 1844),New South Wales,14403617,1843-10-07,1844-03-30
1035,1575,"The Teetotal Advocate (Launceston, Tas. : 1843)",Tasmania,14403625,1843-04-03,1843-12-30
1036,1627,"The Teetotaller and General Newspaper (Sydney, NSW : 1842 - 1843)",New South Wales,14403331,1842-01-08,1843-09-27
1037,1200,"The Temperance Advocate and Australasian Commercial and Agricultural Intelligencer (Sydney, NSW : 1840 - 1841)",New South Wales,14401487,1840-10-07,1841-12-29
1038,20,"The True Sun and New South Wales Independent Press (Sydney, NSW : 1844)",New South Wales,14403633,1844-02-28,1844-02-28
1039,44,"The Voice of Jacob. or, the Hebrews' Monthly Miscellany (Sydney, NSW : 1842)",New South Wales,1440334X,1842-05-27,1842-09-05
1040,2406,"The Weekly Register of Politics, Facts and General Literature (Sydney, NSW : 1843 - 1845)",New South Wales,14402548,1843-07-29,1845-12-27
1041,9569,"The Tasmanian Colonist (Hobart Town, Tas. : 1851 - 1855)",Tasmania,22051023,1851-07-07,1855-07-30
1042,21,"Society (Sydney, NSW : 1887)",New South Wales,22050833,1887-01-29,1887-01-29
1043,14,"Seamen's Strike Bulletin (Melbourne, Vic. : 1919)",Victoria,2205085X,,
1044,169766,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",New South Wales,22051902,1951-10-05,1993-07-19
1045,46560,"Dutch Weekly (Sydney, NSW : 1993 - 2004)",New South Wales,22051937,1993-08-02,2004-10-25
1046,12,"The Derwent Star and Van Diemen's Land Intelligencer (Hobart, Tas. : 1810 - 1812)",Tasmania,22052054,1810-04-03,1812-02-07
1047,38,"The Van Diemen's Land Gazette and General Advertiser (Hobart, Tas. : 1814)",Tasmania,22052135,1814-05-21,1814-09-10
1048,2406,"The Dead Bird (Sydney, NSW : 1889 - 1891)",New South Wales,22052283,1889-05-16,1891-01-31
1049,8644,"The Bird O' Freedom (Sydney, NSW : 1891 - 1896)",New South Wales,22052305,1891-02-07,1896-02-29
1050,42826,"The Protestant Standard (Sydney, NSW : 1869 - 1895)",New South Wales,22052402,1869-05-15,1895-07-27
1051,7690,"The Australian Workman (Sydney, NSW : 1890 - 1897)",New South Wales,22053859,1890-09-22,1897-09-25
1052,126379,"The Lorgnette (Melbourne, Vic. : 1878 - 1898)",Victoria,22052801,1878-07-01,1898-12-01
1053,573,"The Colonial Mining Journal, Railway and Share Gazette (Vic. : 1858 - 1859)",Victoria,22052852,1858-09-02,1859-08-04
1054,1232,"The Colonial Mining Journal, Railway and Share Gazette and Illustrated Record (Melbourne, Vic. : 1859 - 1861)",Victoria,22052879,1859-09-01,1861-08-08
1055,456544,Brisbane Telegraph (Qld. : 1948 - 1954),Queensland,22051449,1948-01-01,1954-12-31
1056,17775,The Toowoomba Chronicle and Queensland Advertiser (Qld. : 1861 - 1875),Queensland,22051473,1861-07-11,1875-11-20
1057,174637,Toowoomba Chronicle and Darling Downs General Advertiser (Qld. : 1875 - 1902),Queensland,22052038,1875-11-23,1902-06-28
1058,712601,"The Daily Mail (Brisbane, Qld. : 1903; 1916 - 1926)",Queensland,22051619,1903-10-03,1926-10-31
1059,2242,"Johnstone River Advocate (Geraldton, Qld. : 1906 - 1908)",Queensland,22051511,1906-12-06,1908-08-19
1060,66673,Johnstone River Advocate and Innisfail News (Qld. : 1928 - 1941),Queensland,22051538,1928-08-28,1941-05-16
1061,170751,"The Evening Advocate (Innisfail, Qld. : 1941 - 1954)",Queensland,22051554,1941-05-19,1954-12-31
1062,18296,Dalby Herald and Western Queensland Advertiser (Qld. : 1866 - 1879),Queensland,22051570,1866-01-11,1879-12-27
1063,212002,The Dalby Herald (Qld. : 1910 - 1954),Queensland,1446134X,1910-05-14,1954-12-31
1064,214993,The Beaudesert Times (Qld. : 1908 - 1954),Queensland,22051384,1908-10-10,1955-12-30
1065,3818,The St. George Standard and Balonne Advertiser (Qld. : 1878 - 1879; 1902 - 1904),Queensland,22051341,1878-07-17,1904-12-23
1066,130692,"Balonne Beacon (St. George, Qld. : 1909 - 1954)",Queensland,22051295,1909-01-02,1955-12-29
1067,321011,"The Evening Telegraph (Charters Towers, Qld. : 1901 - 1921)",Queensland,22051279,1901-03-04,1921-08-10
1068,23750,"Northern Argus (Rockhampton, Qld. : 1865 - 1874)",Queensland,22051228,1865-07-24,1874-12-31
1069,126701,"The Daily Northern Argus (Rockhampton, Qld. : 1875 - 1896)",Queensland,2205118X,1875-01-01,1896-12-31
1070,367230,The Bundaberg Mail and Burnett Advertiser (Qld. : 1892 - 1917),Queensland,22051651,1892-12-12,1917-12-11
1071,212072,The Bundaberg Mail (Qld. : 1917 - 1925),Queensland,22051678,1917-12-12,1925-06-30
1072,6497,"Telegraph (Launceston, Tas. : 1881 - 1883)",Tasmania,22052658,1881-07-02,1883-06-15
1073,109882,"Voice (Hobart, Tas. : 1931 - 1953)",Tasmania,22052186,1931-01-03,1953-12-26
1074,5993,"The North Western Chronicle (Latrobe, Tas. : 1887 - 1888)",Tasmania,22052224,1887-07-04,1888-05-25
1075,9978,"The North Coast Standard (Latrobe, Tas. : 1890 - 1894)",Tasmania,22052674,1890-11-26,1894-08-10
1076,708,"Deloraine - Westbury Advocate (Ulverstone, Tas. : 1893 - 1894)",Tasmania,22052690,1893-10-07,1894-07-07
1077,7051,"The Coastal News and North Western Advertiser (Ulverstone, Tas. : 1890 - 1893)",Tasmania,22052593,1890-09-20,1893-12-29
1078,175619,"King Island News (Currie, King Island : 1912 - 1986",Tasmania,22052569,1912-08-09,1986-08-13
1079,148388,"The Blackwood Times (Greenbushes, WA : 1905 - 1955)",Western Australia,22051767,1905-05-03,1955-02-25
1080,17905,"The Australian (Perth, WA : 1917 - 1923)",Western Australia,22051783,1917-08-29,1923-04-20
1081,22969,The Narrogin Observer and Williams District Representative (WA : 1905 - 1930),Western Australia,22051813,1905-08-26,1918-12-28
1082,126910,The Narrogin Observer (WA : 1918 - 1955),Western Australia,22051821,1919-01-04,1955-04-28
1083,299212,The Northam Advertiser (WA : 1895 - 1955),Western Australia,22052151,1895-06-01,1955-05-27
1084,2741,The Avon Gazette and Kellerberrin News (WA : 1914 - 1916),Western Australia,22051953,1914-07-10,1915-12-25
1085,27923,The Avon Gazette and York Times (WA : 1916 - 1930),Western Australia,22051996,1916-01-15,1930-08-01
1086,108109,"The W.A. Record (Perth, WA : 1888 - 1922)",Western Australia,22051880,1888-07-19,1922-04-01
1087,53699,"The Southern Districts Advocate (Katanning, WA : 1913 - 1936)",Western Australia,22052208,1913-10-25,1936-08-31
1088,27029,The Leonora Miner (WA : 1910 - 1928),Western Australia,22052267,1910-03-19,1928-11-03
1089,30622,The Pingelly Leader (WA : 1906 - 1925),Western Australia,22052321,1906-08-03,1925-10-01
1090,71152,Pingelly-Brookton Leader (WA : 1925 - 1954),Western Australia,2205250X,1925-10-08,1954-12-22
1091,207137,"The Sun (Kalgoorlie, WA : 1898 - 1929)",Western Australia,22052526,1898-10-16,1929-10-13
1092,21838,The Adelaide Express (SA : 1863 - 1866),South Australia,22053093,1863-12-02,1866-12-29
1093,1348238,"The Express and Telegraph (Adelaide, SA : 1867 - 1922)",South Australia,22053115,1867-01-02,1922-11-03
1094,23140,"The Express (Adelaide, SA : 1922 - 1923)",South Australia,22053131,1922-11-06,1923-07-23
1095,25699,"The Pennant (Penola, SA : 1946 - 1955)",South Australia,22053042,1946-07-25,1955-12-21
1096,8510,The Terowie Enterprise (SA : 1884 - 1891),South Australia,22053026,1884-08-08,1891-12-18
1097,10294,"The Central Advocate (Balaklava, SA : 1903 - 1909)",South Australia,22052941,1903-09-25,1909-09-10
1098,65123,"The Wooroora Producer (Balaklava, SA : 1909 - 1940)",South Australia,22052968,1909-09-17,1940-06-27
1099,14701,"The Producer (Balaklava, SA : 1940 - 1950)",South Australia,22052984,1940-07-04,1950-12-07
1100,64909,Adelaide Times (SA : 1848 - 1858),South Australia,2205300X,1848-10-02,1858-05-08
1101,12350,Ariah Park News (NSW : 1923 - 1928),New South Wales,22054200,1923-04-05,1928-12-20
1102,72521,Wagga Wagga Express (NSW : 1930 - 1939),New South Wales,22054227,1930-09-06,1939-06-17
1103,1653,Geraldton Advocate and Johnstone River Guardian (Qld. : 1895 - 1896),Queensland,22054278,1895-01-04,1896-01-01
1104,7737,"Filmnews (Sydney, NSW : 1975 - 1995)",New South Wales,22054294,1975-02-01,1995-07-01
1105,559,"The Australian (Perth, WA : 1907 - 1908)",Western Australia,22053255,1907-04-18,1908-12-23
1106,47979,Bruce Rock Post and Corrigin and Narembeen Guardian (WA : 1924 - 1948),Western Australia,22054073,1924-05-16,1948-10-28
1107,10249,Bruce Rock Post and Corrigin Guardian (WA : 1917 - 1924),Western Australia,22054057,1917-03-02,1924-05-09
1108,18806,"Bruce Rock-Corrigin Post, Narembeen-Kondinin Guardian (WA : 1948 - 1954)",Western Australia,22054138,1948-11-04,1954-12-30
1109,9139,"Call and Bailey's Weekly (Perth, WA : 1940 - 1945)",Western Australia,22053964,1940-12-19,1945-06-21
1110,8141,"Call and WA Sportsman (Perth, WA : 1918 - 1920)",Western Australia,2205345X,1918-09-13,1920-04-23
1111,50031,"Call (Perth, WA : 1920 - 1927)",Western Australia,22053476,1920-04-30,1927-12-16
1112,22060,"Call (Perth, WA : 1945 - 1953)",Western Australia,22054006,1945-06-28,1953-07-30
1113,29869,"Call News-Pictorial (Perth, WA : 1927 - 1931)",Western Australia,22053514,1927-12-22,1931-09-03
1114,121686,Daily Telegraph and North Murchison and Pilbarra Gazette (WA : 1920 - 1947),Western Australia,22053980,1920-03-25,1947-01-31
1115,6397,"The Daily Telegraph (Meekatharra, WA : 1918 - 1947)",Western Australia,22053948,1918-07-12,1920-03-18
1116,13098,"The Fremantle Herald (WA : 1913 - 1915, 1919 - 1921)",Western Australia,22053336,1913-04-18,1921-05-06
1117,208900,The Geraldton Express (WA : 1906 - 1928),Western Australia,22054030,1906-01-02,1928-12-31
1118,22522,Gnowangerup Times (WA : 1912 - 1918),Western Australia,22054154,1912-10-12,1918-03-30
1119,829,"Local Option Advocate (Perth, WA : 1919 - 1927)",Western Australia,22053352,1919-06-01,1927-12-30
1120,30166,Murchison Advocate (WA : 1898 - 1912),Western Australia,22053271,1898-09-03,1912-02-01
1121,27055,"New Call and Bailey's Weekly (Perth, WA : 1934 - 1940)",Western Australia,22053557,1934-05-17,1940-12-12
1122,15776,"New Call (Perth, WA : 1931 - 1934)",Western Australia,22053530,1931-09-10,1934-05-10
1123,7625,Nungarin Trayning Mail and Kununoppin Advertiser (WA : 1917 - 1922),Western Australia,22053727,1917-07-10,1922-03-10
1124,5567,"Primary Producer (Perth, WA : 1916 - 1947)",Western Australia,22053417,1916-09-29,1921-07-29
1125,3953,"The Reformer (Perth, WA : 1906 - 1919)",Western Australia,22053379,1906-08-31,1919-04-01
1126,97546,"South Western Times (Bunbury, WA : 1917 - 1929)",Western Australia,22053395,1917-01-04,1929-12-31
1127,51292,Tambellup Times (WA : 1912 - 1924),Western Australia,22054170,1912-10-12,1924-08-09
1128,27053,"Victorian Express (Geraldton, WA : 1878 - 1894)",Western Australia,22053298,1878-09-18,1894-10-26
1129,11526,"W.A. Sportsman (Perth, WA : 1914 - 1918)",Western Australia,22053433,1914-05-29,1918-09-06
1130,6382,The Westonian (WA : 1915 - 1920),Western Australia,22053700,1915-04-24,1920-12-24
1131,241,York Advocate (WA : 1915),Western Australia,2205331X,1915-10-02,1915-11-06
1132,26178,Western Tiers (Tas. : 1980 - 2004),Tasmania,22054316,1980-04-01,2004-01-20
1133,47380,Goulburn Valley Stock and Property Journal (Vic. : 1916 - 1942),Victoria,22054332,1916-01-05,1942-12-23
1134,180075,"The Daily Express (Wagga Wagga, NSW : 1919 - 1927; 1929 -1930)",New South Wales,22056882,1919-11-01,1930-08-30
1137,11959,Port Phillip Gazette (Vic. : 1838 - 1845),Victoria,22054472,1838-10-27,1845-08-23
1138,12127,Port Phillip Gazette and Settler's Journal (Vic. : 1845 - 1850),Victoria,22054499,1845-08-27,1850-12-21
1139,491,Port Phillip Gazette (Vic. : 1851),Victoria,22054545,1851-01-04,1851-03-15
1141,139561,"Sportsman (Melbourne, Vic. : 1882 - 1904)",Victoria,22054626,1882-02-08,1904-05-03
1142,437,Swan River Guardian (WA : 1836 - 1838),Western Australia,22057099,1836-10-13,1838-02-22
1143,89342,"Eyre's Peninsula Tribune (Cowell, SA : 1910 - 1950)",South Australia,13215280,1911-03-10,1950-12-21
1144,133809,"The Areas' Express (Booyoolee, SA : 1877 - 1948)",South Australia,22053778,1877-05-26,1948-12-24
1145,2088,The Illustrated Adelaide News (SA : 1875 - 1880),South Australia,22053794,1875-01-01,1880-09-01
1146,2061,Frearson's Monthly Illustrated Adelaide News (SA : 1880 - 1884),South Australia,22053816,1880-10-01,1884-12-01
1147,6406,"The Pictorial Australian (Adelaide, SA : 1885 - 1895)",South Australia,22053832,1885-01-01,1895-10-01
1148,5455,"The Irish Harp and Farmers' Herald (Adelaide, SA : 1869 - 1873)",South Australia,22053891,1869-05-29,1873-11-28
1149,2676,"Harp and Southern Cross (Adelaide, SA : 1873 - 1875)",South Australia,22053913,1873-12-05,1875-12-24
1150,95439,"Australische Zeitung (Adelaide, SA : 1875 - 1916)",South Australia,22053875,1875-01-05,1916-03-15
1151,70,"The Northern Sportsman (Innisfail, Qld. : 1928)",Queensland,22058869,1928-08-31,1928-08-31
1152,884,Millthorpe Post (NSW : 1900 - 1901),New South Wales,22075410,1900-12-08,1901-04-13
1153,197259,Lachlander and Condobolin and Western Districts Recorder (NSW : 1899 - 1952),New South Wales,22056335,1899-01-06,1952-07-08
1154,82304,Murrumburrah Signal and County of Harden Advocate (NSW : 1881 - 1947),New South Wales,22055967,1881-08-06,1947-01-09
1155,89349,Nambucca and Bellinger News (NSW : 1911 - 1945),New South Wales,22056467,1911-11-24,1945-03-23
1156,10638,Nambucca News (NSW : 1909 - 1911),New South Wales,22056440,1909-01-08,1911-11-17
1157,76063,The Nowra Leader (NSW : 1909 - 1939),New South Wales,22055940,1909-09-03,1939-12-22
1158,17559,The Twofold Bay Magnet : and South Coast and Southern Monaro Advertiser (NSW : 1908 - 1919),New South Wales,22055835,1908-06-05,1919-05-10
1159,114795,Warialda Standard and Northern Districts' Advertiser (NSW : 1900 - 1954),New South Wales,2205670X,1900-04-10,1954-12-22
1160,288,The Warialda Watchman (NSW : 1899),New South Wales,22057323,1899-01-12,1899-02-16
1161,120528,"Critic (Adelaide, SA : 1897-1924)",South Australia,22057137,1897-09-25,1924-05-28
1162,114055,"Border Chronicle (Bordertown, SA : 1908 - 1950)",South Australia,22057161,1908-06-13,1950-12-21
1163,1161,Port Adelaide News (SA : 1904),South Australia,22057609,1904-01-09,1904-10-01
1164,74355,Port Adelaide News (SA :1913 - 1933),South Australia,22057668,1913-08-15,1933-08-31
1165,131824,Quorn Mercury (SA : 1895 - 1954),South Australia,22057439,1895-05-03,1954-12-23
1166,112094,Australian Christian Commonwealth (SA : 1901 - 1940),South Australia,22057552,1901-01-04,1940-06-28
1167,32659,Christian Colonist (SA : 1878 - 1894),South Australia,2205751X,1878-10-04,1894-07-20
1168,94430,Blyth Agriculturist (SA : 1908 - 1954),South Australia,22057366,1908-11-06,1954-12-22
1169,45719,Glenelg Guardian (SA : 1914 - 1936),South Australia,22057455,1914-10-08,1936-09-02
1170,158693,"Sport (Adelaide, SA : 1911 - 1948)",South Australia,22057285,1911-04-01,1948-10-30
1171,6333,Yorke's Peninsula Advertiser and Miners' News (SA : 1872 - 1874),South Australia,22057692,1872-10-04,1874-12-29
1172,11189,Yorke's Peninsula Advertiser and Miners' and Farmers' Journal (SA : 1875 - 1878),South Australia,22057714,1875-01-01,1878-07-09
1173,93544,Yorke's Peninsula Advertiser (SA : 1878 - 1922),South Australia,22057730,1878-07-12,1922-07-28
